Date,Open,High,Low,Close,Adj Close,Volume
2001-05-02,47.201668,48.141544,46.411507,47.908653,16.796972,5751446
2001-05-03,47.908653,48.399384,46.993732,47.076904,16.505360,4021868
2001-05-04,46.835697,47.492779,45.954048,47.409603,16.622002,3433097
2001-05-07,47.409603,47.409603,47.409603,47.409603,16.622002,0
2001-05-08,46.735889,46.910557,46.170300,46.910557,16.447035,2754305
2001-05-09,46.702621,46.993732,46.095444,46.910557,16.447035,2389671
2001-05-10,46.910557,46.910557,46.910557,46.910557,16.447035,0
2001-05-11,46.760841,47.825478,46.760841,47.517731,16.659914,2271197
2001-05-14,47.284843,47.534367,46.785793,47.076904,16.505360,1827766
2001-05-15,47.209988,47.401287,46.577858,46.893921,16.441202,2251534
2001-05-16,46.619446,47.401287,45.654617,46.993732,16.476200,3893306
2001-05-17,47.326431,47.850430,46.893921,47.301479,16.584095,3636139
2001-05-18,47.326431,47.659130,46.835697,47.392971,16.616177,3395612
2001-05-21,47.409603,47.659130,46.744205,47.567638,16.677412,2564210
2001-05-22,47.659130,47.717354,47.002048,47.359699,16.604507,2576156
2001-05-23,47.160080,47.276527,46.644398,46.744205,16.388712,1913313
2001-05-24,46.827381,47.492779,46.777477,46.885605,16.438288,1361206
2001-05-25,46.910557,47.135128,46.577858,46.902241,16.444122,1809804
2001-05-28,46.827381,46.910557,46.153667,46.577858,16.330391,2092504
2001-05-29,46.311699,46.552906,44.955952,44.955952,15.761743,4557716
2001-05-30,45.022491,45.122299,44.041027,44.623253,15.645101,3687858
2001-05-31,44.290550,45.130615,43.966171,44.881092,15.735498,3524399
2001-06-01,44.706425,44.939316,44.041027,44.298870,15.531368,2836446
2001-06-04,44.739697,45.238743,44.606617,45.097347,15.811319,1018702
2001-06-05,45.205475,45.430046,44.415314,45.388458,15.913383,3001322
2001-06-06,45.496586,45.629665,44.623253,45.430046,15.927962,2673244
2001-06-07,45.247063,45.637981,44.797916,45.030807,15.787987,2402738
2001-06-08,45.163887,45.288651,44.382046,44.673157,15.662593,2092519
2001-06-11,44.498489,44.881092,44.257282,44.681473,15.665512,1691459
2001-06-12,44.831188,44.831188,43.417217,43.982807,15.420554,3597392
2001-06-13,44.082615,44.273918,43.541981,43.833092,15.368065,2676446
2001-06-14,43.749916,43.749916,42.834995,43.250870,15.163936,2253421
